Training_Record_ID,Batch_ID,Associate_ID,Experience_Level,RCM_Function,Client,Trainer_ID,Training_Type,Training_Mode,Training_Start_Date,Training_End_Date,Planned_Days,Actual_Days,Planned_Hours,Actual_Training_Hours,Productive_Hours,Non_Productive_Hours,Trainer_Available_Hours,Trainer_Utilization_Pct,Assessment_Score,Assessment_Attempts,First_Pass,Quality_Score,Productivity_Score,Floor_Support_Cases,Knowledge_Gap_Count,Retraining_Hours,Completion_Status,Month,Training_Week,Extended Training 
380,BAT202602-10,ASS0095,Fresher,Charge Entry,Client Beta,TR001,OJT,Classroom,2026-02-20 00:00:00,2026-03-16 00:00:00,25,25,200,173.5,149.6,23.9,215.7,80.4,82,1,Yes,95.6,81.7,6,0,1.6,Completed,Feb-2026,8,0
381,BAT202607-10,ASS0096,Fresher,AR,Client Alpha,TR008,Generic Training,Classroom,2026-07-07 00:00:00,2026-07-12 00:00:00,6,6,48,47.4,28.8,18.6,48.1,98.5,99,1,Yes,77.5,76,3,1,1,Completed,Jul-2026,28,0
382,BAT202607-10,ASS0096,Fresher,AR,Client Alpha,TR008,CST,Classroom,2026-07-13 00:00:00,2026-07-17 00:00:00,5,5,40,38.8,30.9,7.9,40.7,95.3,84,1,Yes,78,78.7,3,0,1.8,Extended,Jul-2026,29,0
383,BAT202607-10,ASS0096,Fresher,AR,Client Alpha,TR008,LAW,Hybrid,2026-07-18 00:00:00,2026-07-27 00:00:00,10,10,80,79.8,61.4,18.4,86.2,92.6,78,1,Yes,91.9,100,2,1,1.8,Completed,Jul-2026,29,0
384,BAT202607-10,ASS0096,Fresher,AR,Client Alpha,TR008,OJT,Classroom,2026-07-28 00:00:00,2026-08-21 00:00:00,25,25,200,178.8,143.2,35.6,187.7,95.3,91,1,Yes,81.2,75.8,9,0,0.4,Completed,Jul-2026,31,0
385,BAT202606-10,ASS0097,Fresher,BRCM,Client Beta,TR002,Generic Training,Floor,2026-06-06 00:00:00,2026-06-11 00:00:00,6,6,48,39.5,32.3,7.2,47.7,82.8,73,1,Yes,92.9,100,2,3,0.8,Completed,Jun-2026,23,0
386,BAT202606-10,ASS0097,Fresher,BRCM,Client Beta,TR002,CST,Hybrid,2026-06-12 00:00:00,2026-06-15 00:00:00,4,4,32,28.6,24,4.6,29.9,95.7,78,1,Yes,97.1,83.1,2,0,1.7,Completed,Jun-2026,24,0
387,BAT202606-10,ASS0097,Fresher,BRCM,Client Beta,TR002,LAW,Classroom,2026-06-16 00:00:00,2026-06-25 00:00:00,10,10,80,73.1,65.8,7.3,79.8,91.6,84,1,Yes,81.4,80.6,11,0,0.9,Extended,Jun-2026,25,0
388,BAT202606-10,ASS0097,Fresher,BRCM,Client Beta,TR002,OJT,Virtual,2026-06-26 00:00:00,2026-07-20 00:00:00,25,25,200,186,97.1,88.9,211.2,88.1,67,3,No,84.4,76.8,10,1,4.2,Completed,Jun-2026,26,0
389,BAT202603-10,ASS0098,Fresher,CBR,River Health,TR006,Generic Training,Floor,2026-03-20 00:00:00,2026-03-27 00:00:00,8,8,64,64,42.6,21.4,60.2,106.3,78,1,Yes,82.2,76.1,4,1,1,Completed,Mar-2026,12,0
390,BAT202603-10,ASS0098,Fresher,CBR,River Health,TR006,CST,Classroom,2026-03-28 00:00:00,2026-03-30 00:00:00,3,3,24,24,15.2,8.8,23.1,103.9,93,1,Yes,96.6,86.3,3,1,1,Completed,Mar-2026,13,0
391,BAT202603-10,ASS0098,Fresher,CBR,River Health,TR006,LAW,Hybrid,2026-03-31 00:00:00,2026-04-09 00:00:00,10,10,80,70.1,66.6,3.5,78.3,89.5,77,1,Yes,88.6,97.4,7,0,1.3,Completed,Mar-2026,14,0
392,BAT202604-10,ASS0098,Fresher,CBR,River Health,TR006,OJT,Classroom,2026-04-10 00:00:00,2026-05-04 00:00:00,25,25,200,199.2,143.3,55.9,215.6,92.4,100,1,Yes,89,74.2,6,2,0.5,Completed,Apr-2026,15,0
393,BAT202601-10,ASS0099,Experienced,BRCM,Revere Health,TR006,Generic Training,Floor,2026-01-12 00:00:00,2026-01-13 00:00:00,2,2,16,14.4,8.7,5.7,15,96,82,1,Yes,88.1,69.6,0,0,0.7,Completed,Jan-2026,3,0
394,BAT202601-10,ASS0099,Experienced,BRCM,Revere Health,TR006,CST,Hybrid,2026-01-14 00:00:00,2026-01-15 00:00:00,2,2,16,13.9,12.4,1.5,16.6,83.7,89,1,Yes,97.3,77.1,5,0,0.2,Completed,Jan-2026,3,0
395,BAT202601-10,ASS0099,Experienced,BRCM,Revere Health,TR006,LAW,Classroom,2026-01-16 00:00:00,2026-01-20 00:00:00,5,5,40,36.4,23.8,12.6,41,88.8,71,1,Yes,82.2,84.8,6,1,1.4,Completed,Jan-2026,3,0
396,BAT202601-10,ASS0099,Experienced,BRCM,Revere Health,TR006,OJT,Classroom,2026-01-21 00:00:00,2026-02-04 00:00:00,15,15,120,98.7,68.3,30.4,116.7,84.6,83,1,Yes,90.8,87.8,4,0,1,Completed,Jan-2026,4,0
397,BAT202608-10,ASS0100,Fresher,Charge Entry,Client Beta,TR008,Generic Training,Classroom,2026-08-03 00:00:00,2026-08-09 00:00:00,7,7,56,56,31.5,24.5,54.5,102.8,71,1,Yes,96.3,83.5,3,2,1.2,Completed,Aug-2026,32,0
398,BAT202608-10,ASS0100,Fresher,Charge Entry,Client Beta,TR008,CST,Hybrid,2026-08-10 00:00:00,2026-08-13 00:00:00,4,4,32,28.7,19.7,9,33.7,85.2,81,1,Yes,90,82.1,1,2,1.7,Completed,Aug-2026,33,0
399,BAT202608-10,ASS0100,Fresher,Charge Entry,Client Beta,TR008,LAW,Floor,2026-08-14 00:00:00,2026-08-23 00:00:00,10,10,80,79.4,49.1,30.3,84.6,93.9,76,1,Yes,82.1,84.8,5,1,1.4,Completed,Aug-2026,33,0
400,BAT202608-10,ASS0100,Fresher,Charge Entry,Client Beta,TR008,OJT,Virtual,2026-08-24 00:00:00,2026-09-17 00:00:00,25,25,200,155.9,101.1,54.8,215,72.5,81,1,Yes,85.1,93.1,11,2,0.9,Completed,Aug-2026,35,0
401,BAT202604-11,ASS0101,Experienced,EVBV,Client Alpha,TR008,Generic Training,Virtual,2026-04-30 00:00:00,2026-05-01 00:00:00,2,2,16,14.5,9,5.5,16,90.6,84,1,Yes,71.7,85.7,0,1,1.6,Completed,Apr-2026,18,0
402,BAT202605-11,ASS0101,Experienced,EVBV,Client Alpha,TR008,CST,Classroom,2026-05-02 00:00:00,2026-05-04 00:00:00,3,3,24,22,11.4,10.6,23.4,94,69,2,No,70.6,100,1,2,7,Completed,May-2026,18,0
403,BAT202605-11,ASS0101,Experienced,EVBV,Client Alpha,TR008,LAW,Floor,2026-05-05 00:00:00,2026-05-09 00:00:00,5,5,40,40,32.9,7.1,39.2,102,79,2,No,71.3,91.2,11,3,2.8,Completed,May-2026,19,0
404,BAT202605-11,ASS0101,Experienced,EVBV,Client Alpha,TR008,OJT,Classroom,2026-05-10 00:00:00,2026-05-23 00:00:00,15,14,120,117.7,89.1,28.6,112.6,104.5,96,1,Yes,87.9,70.6,2,1,0.3,Completed,May-2026,19,0
405,BAT202606-11,ASS0102,Fresher,Billing,Revere Health,TR005,Generic Training,Classroom,2026-06-21 00:00:00,2026-06-28 00:00:00,8,8,64,64,40.4,23.6,61.4,104.2,76,1,Yes,87.7,82.6,2,0,1.8,Extended,Jun-2026,25,0
406,BAT202606-11,ASS0102,Fresher,Billing,Revere Health,TR005,CST,Hybrid,2026-06-29 00:00:00,2026-07-02 00:00:00,4,4,32,28.8,21.8,7,30.7,93.8,84,2,No,75.8,97.4,4,2,2.1,Completed,Jun-2026,27,0
407,BAT202607-11,ASS0102,Fresher,Billing,Revere Health,TR005,LAW,Classroom,2026-07-03 00:00:00,2026-07-12 00:00:00,10,10,80,73.1,40,33.1,80.2,91.1,83,1,Yes,85.2,84.4,6,0,0.4,Completed,Jul-2026,27,0
408,BAT202607-11,ASS0102,Fresher,Billing,Revere Health,TR005,OJT,Floor,2026-07-13 00:00:00,2026-08-06 00:00:00,25,25,200,180,127.9,52.1,203.5,88.5,70,2,No,78.2,69.7,2,4,4.2,Completed,Jul-2026,29,0
409,BAT202607-11,ASS0103,Experienced,BRCM,Client Alpha,TR005,Generic Training,Floor,2026-07-01 00:00:00,2026-07-04 00:00:00,4,4,32,29.1,13.4,15.7,32.2,90.4,74,1,Yes,75.5,96.6,1,1,1.9,Completed,Jul-2026,27,0
410,BAT202607-11,ASS0103,Experienced,BRCM,Client Alpha,TR005,CST,Hybrid,2026-07-05 00:00:00,2026-07-06 00:00:00,3,2,24,22.5,13,9.5,24.3,92.6,65,2,No,70.3,86.6,1,4,6.8,Completed,Jul-2026,27,0
411,BAT202607-11,ASS0103,Experienced,BRCM,Client Alpha,TR005,LAW,Classroom,2026-07-07 00:00:00,2026-07-11 00:00:00,5,5,40,35.7,24.9,10.8,42.3,84.4,71,1,Yes,100,77.3,14,0,1.4,Completed,Jul-2026,28,0
412,BAT202607-11,ASS0103,Experienced,BRCM,Client Alpha,TR005,OJT,Hybrid,2026-07-12 00:00:00,2026-07-26 00:00:00,15,15,120,114.2,76.4,37.8,124.6,91.7,80,1,Yes,89.3,84.9,8,1,0.7,Completed,Jul-2026,28,0
413,BAT202607-11,ASS0104,Fresher,Billing,River Health,TR007,Generic Training,Hybrid,2026-07-04 00:00:00,2026-07-10 00:00:00,7,7,56,52.1,31.3,20.8,60.1,86.7,98,1,Yes,79.4,90.7,3,0,0,Completed,Jul-2026,27,0
414,BAT202607-11,ASS0104,Fresher,Billing,River Health,TR007,CST,Classroom,2026-07-11 00:00:00,2026-07-14 00:00:00,4,4,32,30.7,25.8,4.9,31.5,97.5,82,1,Yes,73.8,89.1,3,0,1.6,Completed,Jul-2026,28,0
415,BAT202607-11,ASS0104,Fresher,Billing,River Health,TR007,LAW,Classroom,2026-07-15 00:00:00,2026-07-24 00:00:00,10,10,80,80,50.3,29.7,81.1,98.6,93,1,Yes,89,72.5,6,1,1.1,Completed,Jul-2026,29,0
416,BAT202607-11,ASS0104,Fresher,Billing,River Health,TR007,OJT,Floor,2026-07-25 00:00:00,2026-08-18 00:00:00,25,25,200,177.1,92.7,84.4,201.5,87.9,67,2,No,89.8,71.7,1,0,3,Completed,Jul-2026,30,0
417,BAT202606-11,ASS0105,Fresher,Billing,Revere Health,TR004,Generic Training,Classroom,2026-06-09 00:00:00,2026-06-15 00:00:00,7,7,56,51.8,42.1,9.7,54.1,95.7,74,1,Yes,99.8,90.9,1,0,0.8,Completed,Jun-2026,24,0
418,BAT202606-11,ASS0105,Fresher,Billing,Revere Health,TR004,CST,Floor,2026-06-16 00:00:00,2026-06-17 00:00:00,3,2,24,20.3,14.3,6,24.8,81.9,90,1,Yes,96,67.3,6,3,0.1,Completed,Jun-2026,25,0
419,BAT202606-11,ASS0105,Fresher,Billing,Revere Health,TR004,LAW,Virtual,2026-06-18 00:00:00,2026-06-27 00:00:00,10,10,80,80,66,14,77.3,103.5,83,1,Yes,86.5,97.1,9,0,0.6,Completed,Jun-2026,25,0
420,BAT202606-11,ASS0105,Fresher,Billing,Revere Health,TR004,OJT,Virtual,2026-06-28 00:00:00,2026-07-22 00:00:00,25,25,200,200,171.3,28.7,207.6,96.3,88,1,Yes,87.4,85.7,6,0,1.6,Completed,Jun-2026,26,0
421,BAT202606-11,ASS0106,Fresher,Charge Entry,Client Alpha,TR002,Generic Training,Hybrid,2026-06-03 00:00:00,2026-06-05 00:00:00,5,3,40,38.2,21.1,17.1,39,97.9,76,1,Yes,85.9,72,0,1,0.3,Completed,Jun-2026,23,0
422,BAT202606-11,ASS0106,Fresher,Charge Entry,Client Alpha,TR002,CST,Classroom,2026-06-06 00:00:00,2026-06-08 00:00:00,3,3,24,24,16.5,7.5,22.2,108.1,81,1,Yes,85.3,81.3,3,1,0.3,Completed,Jun-2026,23,0
423,BAT202606-11,ASS0106,Fresher,Charge Entry,Client Alpha,TR002,LAW,Classroom,2026-06-09 00:00:00,2026-06-18 00:00:00,10,10,80,65,46.2,18.8,74.7,87,83,1,Yes,76.8,72.8,5,1,0.9,Completed,Jun-2026,24,0
424,BAT202606-11,ASS0106,Fresher,Charge Entry,Client Alpha,TR002,OJT,Floor,2026-06-19 00:00:00,2026-07-13 00:00:00,25,25,200,179.4,103,76.4,214.2,83.8,91,2,No,83.1,89,5,0,5,Completed,Jun-2026,25,0
425,BAT202606-11,ASS0107,Experienced,EVBV,Revere Health,TR005,Generic Training,Virtual,2026-06-22 00:00:00,2026-06-23 00:00:00,2,2,16,14.9,10.4,4.5,17.3,86.1,84,1,Yes,86,82.4,1,1,0.2,Completed,Jun-2026,26,0
426,BAT202606-11,ASS0107,Experienced,EVBV,Revere Health,TR005,CST,Floor,2026-06-24 00:00:00,2026-06-26 00:00:00,3,3,24,21.5,16.8,4.7,24.8,86.7,77,1,Yes,90.4,90,2,0,0.2,Completed,Jun-2026,26,0
427,BAT202606-11,ASS0107,Experienced,EVBV,Revere Health,TR005,LAW,Classroom,2026-06-27 00:00:00,2026-07-01 00:00:00,5,5,40,34.8,25.8,9,40.5,85.9,86,2,No,82.6,81.8,10,0,7.7,Completed,Jun-2026,26,0
428,BAT202607-11,ASS0107,Experienced,EVBV,Revere Health,TR005,OJT,Floor,2026-07-02 00:00:00,2026-07-16 00:00:00,15,15,120,112.4,81.5,30.9,126.3,89,82,1,Yes,98.9,95.5,8,1,1.1,Completed,Jul-2026,27,0
429,BAT202606-11,ASS0108,Fresher,CBR,Revere Health,TR001,Generic Training,Classroom,2026-06-19 00:00:00,2026-06-23 00:00:00,7,5,56,56,42,14,57.7,97.1,73,1,Yes,83.7,76.6,1,0,1.5,Completed,Jun-2026,25,0
430,BAT202606-11,ASS0108,Fresher,CBR,Revere Health,TR001,CST,Classroom,2026-06-24 00:00:00,2026-06-27 00:00:00,3,4,24,23,15.8,7.2,25,92,74,1,Yes,79.2,75,3,2,1.1,Completed,Jun-2026,26,1
431,BAT202606-11,ASS0108,Fresher,CBR,Revere Health,TR001,LAW,Floor,2026-06-28 00:00:00,2026-07-07 00:00:00,10,10,80,80,52.5,27.5,82.4,97.1,87,1,Yes,76.9,83.5,7,1,1.5,Completed,Jun-2026,26,0
432,BAT202607-11,ASS0108,Fresher,CBR,Revere Health,TR001,OJT,Hybrid,2026-07-08 00:00:00,2026-08-01 00:00:00,25,25,200,200,188.4,11.6,196,102,73,1,Yes,92.8,87.1,7,1,0.1,Extended,Jul-2026,28,0
433,BAT202603-11,ASS0109,Fresher,BRCM,River Health,TR001,Generic Training,Classroom,2026-03-15 00:00:00,2026-03-19 00:00:00,5,5,40,40,26.7,13.3,42.4,94.3,87,1,Yes,96.7,92.2,1,2,0.3,Completed,Mar-2026,11,0
434,BAT202603-11,ASS0109,Fresher,BRCM,River Health,TR001,CST,Classroom,2026-03-20 00:00:00,2026-03-21 00:00:00,3,2,24,20.9,13,7.9,23.7,88.2,73,1,Yes,86.1,77.8,3,1,1.3,Extended,Mar-2026,12,0
435,BAT202603-11,ASS0109,Fresher,BRCM,River Health,TR001,LAW,Classroom,2026-03-22 00:00:00,2026-03-31 00:00:00,10,10,80,62.2,49.1,13.1,82,75.9,75,1,Yes,83.3,87.2,13,2,0.1,Completed,Mar-2026,12,0
436,BAT202604-11,ASS0109,Fresher,BRCM,River Health,TR001,OJT,Classroom,2026-04-01 00:00:00,2026-04-26 00:00:00,25,26,200,186,153,33,203.2,91.5,90,1,Yes,83,98,5,1,0.9,Completed,Apr-2026,14,1
437,BAT202607-11,ASS0110,Experienced,AUTH,Client Delta,TR007,Generic Training,Floor,2026-07-19 00:00:00,2026-07-21 00:00:00,3,3,24,21.8,13.3,8.5,23.6,92.4,79,1,Yes,63.5,91.3,1,1,0.5,Completed,Jul-2026,29,0
438,BAT202607-11,ASS0110,Experienced,AUTH,Client Delta,TR007,CST,Floor,2026-07-22 00:00:00,2026-07-24 00:00:00,3,3,24,23.5,19.3,4.2,23.1,101.7,80,3,No,85.3,86.9,3,3,4.9,Completed,Jul-2026,30,0
439,BAT202607-11,ASS0110,Experienced,AUTH,Client Delta,TR007,LAW,Hybrid,2026-07-25 00:00:00,2026-07-29 00:00:00,5,5,40,34.5,23.4,11.1,40.7,84.8,82,1,Yes,90.5,64.3,7,1,1.8,Completed,Jul-2026,30,0
440,BAT202607-11,ASS0110,Experienced,AUTH,Client Delta,TR007,OJT,Hybrid,2026-07-30 00:00:00,2026-08-13 00:00:00,15,15,120,105,69,36,122.3,85.9,94,2,No,88.2,64.4,3,4,2.3,Completed,Jul-2026,31,0
441,BAT202608-12,ASS0111,Fresher,BRCM,River Health,TR006,Generic Training,Virtual,2026-08-01 00:00:00,2026-08-08 00:00:00,8,8,64,59.7,50.6,9.1,67.9,87.9,93,1,Yes,87.5,87.3,1,0,1.8,Completed,Aug-2026,31,0
442,BAT202608-12,ASS0111,Fresher,BRCM,River Health,TR006,CST,Classroom,2026-08-09 00:00:00,2026-08-12 00:00:00,4,4,32,29.2,17.7,11.5,32.7,89.3,78,1,Yes,84.5,88.6,1,1,0.9,Completed,Aug-2026,32,0
443,BAT202608-12,ASS0111,Fresher,BRCM,River Health,TR006,LAW,Virtual,2026-08-13 00:00:00,2026-08-22 00:00:00,10,10,80,77.9,65.5,12.4,82.4,94.5,58,2,No,91.7,86.8,11,3,5,Completed,Aug-2026,33,0
444,BAT202608-12,ASS0111,Fresher,BRCM,River Health,TR006,OJT,Hybrid,2026-08-23 00:00:00,2026-09-16 00:00:00,25,25,200,184.6,78.4,106.2,188.2,98.1,75,1,Yes,84.8,81.3,5,1,1.4,Completed,Aug-2026,34,0
445,BAT202601-12,ASS0112,Experienced,AUTH,Client Alpha,TR001,Generic Training,Virtual,2026-01-15 00:00:00,2026-01-16 00:00:00,2,2,16,14.1,8.6,5.5,17.1,82.5,100,1,Yes,88.2,72.7,2,1,1.7,Completed,Jan-2026,3,0
446,BAT202601-12,ASS0112,Experienced,AUTH,Client Alpha,TR001,CST,Hybrid,2026-01-17 00:00:00,2026-01-18 00:00:00,2,2,16,16,13.4,2.6,15,106.7,86,1,Yes,86.5,66.7,5,0,1,Completed,Jan-2026,3,0
447,BAT202601-12,ASS0112,Experienced,AUTH,Client Alpha,TR001,LAW,Classroom,2026-01-19 00:00:00,2026-01-23 00:00:00,5,5,40,40,28.9,11.1,42.5,94.1,77,1,Yes,81.2,77.5,8,1,0.4,Completed,Jan-2026,4,0
448,BAT202601-12,ASS0112,Experienced,AUTH,Client Alpha,TR001,OJT,Floor,2026-01-24 00:00:00,2026-02-08 00:00:00,15,16,120,105.5,67.9,37.6,120.8,87.3,88,1,Yes,90.8,91.4,7,2,2,Completed,Jan-2026,4,1
449,BAT202605-12,ASS0113,Experienced,BRCM,Client Gamma,TR001,Generic Training,Floor,2026-05-28 00:00:00,2026-05-31 00:00:00,4,4,32,31.3,20.9,10.4,29.7,105.4,92,1,Yes,77.7,69.6,2,0,1.6,Completed,May-2026,22,0
450,BAT202606-12,ASS0113,Experienced,BRCM,Client Gamma,TR001,CST,Classroom,2026-06-01 00:00:00,2026-06-03 00:00:00,3,3,24,23,18,5,23,100,68,3,No,81,87.7,0,3,2.1,Completed,Jun-2026,23,0
451,BAT202606-12,ASS0113,Experienced,BRCM,Client Gamma,TR001,LAW,Floor,2026-06-04 00:00:00,2026-06-08 00:00:00,5,5,40,33.1,27.7,5.4,39.3,84.2,92,2,No,86.8,69.7,7,2,3.9,Completed,Jun-2026,23,0
452,BAT202606-12,ASS0113,Experienced,BRCM,Client Gamma,TR001,OJT,Hybrid,2026-06-09 00:00:00,2026-06-21 00:00:00,15,13,120,120,83,37,122.7,97.8,76,1,Yes,79.7,83.8,2,1,1.7,Completed,Jun-2026,24,0
453,BAT202605-12,ASS0114,Fresher,AUTH,River Health,TR007,Generic Training,Classroom,2026-05-11 00:00:00,2026-05-20 00:00:00,8,10,64,63.9,59.1,4.8,58.9,108.5,81,2,No,84.6,71.4,1,1,2.6,Completed,May-2026,20,1
454,BAT202605-12,ASS0114,Fresher,AUTH,River Health,TR007,CST,Hybrid,2026-05-21 00:00:00,2026-05-23 00:00:00,3,3,24,24,16.2,7.8,25.5,94.1,58,2,No,96.1,100,0,1,4.1,Completed,May-2026,21,0
455,BAT202605-12,ASS0114,Fresher,AUTH,River Health,TR007,LAW,Floor,2026-05-24 00:00:00,2026-06-01 00:00:00,10,9,80,79.9,61.7,18.2,81.9,97.6,84,1,Yes,81.4,64.5,8,1,0.7,Completed,May-2026,21,0
456,BAT202606-12,ASS0114,Fresher,AUTH,River Health,TR007,OJT,Floor,2026-06-02 00:00:00,2026-06-26 00:00:00,25,25,200,161.5,101.2,60.3,204.4,79,86,1,Yes,82.5,84.8,1,0,1.4,Completed,Jun-2026,23,0
457,BAT202607-12,ASS0115,Fresher,Charge Entry,Client Delta,TR003,Generic Training,Classroom,2026-07-20 00:00:00,2026-07-24 00:00:00,5,5,40,37.4,24,13.4,37.8,98.9,74,3,No,87.8,80.2,1,2,6.2,Completed,Jul-2026,30,0
458,BAT202607-12,ASS0115,Fresher,Charge Entry,Client Delta,TR003,CST,Hybrid,2026-07-25 00:00:00,2026-07-29 00:00:00,5,5,40,39.2,27.7,11.5,38.6,101.6,68,3,No,78.8,74.9,1,3,4.1,Extended,Jul-2026,30,0
459,BAT202607-12,ASS0115,Fresher,Charge Entry,Client Delta,TR003,LAW,Virtual,2026-07-30 00:00:00,2026-08-08 00:00:00,10,10,80,71.7,46.5,25.2,79.4,90.3,82,1,Yes,83.8,75.1,5,1,1.4,Completed,Jul-2026,31,0
460,BAT202608-12,ASS0115,Fresher,Charge Entry,Client Delta,TR003,OJT,Hybrid,2026-08-09 00:00:00,2026-09-02 00:00:00,25,25,200,190,145.1,44.9,199.7,95.1,80,1,Yes,75.3,90.5,8,0,1.7,Completed,Aug-2026,32,0
461,BAT202601-12,ASS0116,Fresher,BRCM,Client Beta,TR007,Generic Training,Classroom,2026-01-20 00:00:00,2026-01-25 00:00:00,6,6,48,43.7,28.6,15.1,49.8,87.8,64,2,No,78.1,76.9,2,1,4.3,Completed,Jan-2026,4,0
462,BAT202601-12,ASS0116,Fresher,BRCM,Client Beta,TR007,CST,Floor,2026-01-26 00:00:00,2026-01-29 00:00:00,4,4,32,31,18.6,12.4,30.7,101,74,1,Yes,95.5,88.7,2,1,2,Completed,Jan-2026,5,0
463,BAT202601-12,ASS0116,Fresher,BRCM,Client Beta,TR007,LAW,Classroom,2026-01-30 00:00:00,2026-02-08 00:00:00,10,10,80,77.1,56.8,20.3,82.1,93.9,73,1,Yes,90.9,80.3,7,0,0.4,Completed,Jan-2026,5,0
464,BAT202602-12,ASS0116,Fresher,BRCM,Client Beta,TR007,OJT,Classroom,2026-02-09 00:00:00,2026-03-06 00:00:00,25,26,200,179.9,128.7,51.2,193.2,93.1,78,1,Yes,87.9,45.1,5,0,0.5,Completed,Feb-2026,7,1
465,BAT202606-12,ASS0117,Fresher,CBR,River Health,TR008,Generic Training,Virtual,2026-06-28 00:00:00,2026-07-03 00:00:00,6,6,48,48,36.9,11.1,48.6,98.8,65,2,No,89.2,94,0,2,6.1,Completed,Jun-2026,26,0
466,BAT202607-12,ASS0117,Fresher,CBR,River Health,TR008,CST,Hybrid,2026-07-04 00:00:00,2026-07-06 00:00:00,3,3,24,20.1,11,9.1,24.2,83.1,64,3,No,69.5,82.9,1,1,3.8,Completed,Jul-2026,27,0
467,BAT202607-12,ASS0117,Fresher,CBR,River Health,TR008,LAW,Virtual,2026-07-07 00:00:00,2026-07-16 00:00:00,10,10,80,65.3,39.3,26,80.7,80.9,79,1,Yes,95.2,89.6,8,0,1.7,Completed,Jul-2026,28,0
468,BAT202607-12,ASS0117,Fresher,CBR,River Health,TR008,OJT,Floor,2026-07-17 00:00:00,2026-08-10 00:00:00,25,25,200,177.9,126.1,51.8,202.4,87.9,66,2,No,87.6,75.5,5,0,4.7,Completed,Jul-2026,29,0
469,BAT202608-12,ASS0118,Fresher,AR,Client Delta,TR004,Generic Training,Classroom,2026-08-21 00:00:00,2026-08-26 00:00:00,6,6,48,48,27.8,20.2,45,106.7,86,1,Yes,92.8,92.1,1,2,0.5,Completed,Aug-2026,34,0
470,BAT202608-12,ASS0118,Fresher,AR,Client Delta,TR004,CST,Classroom,2026-08-27 00:00:00,2026-08-31 00:00:00,5,5,40,39.2,31.2,8,37.9,103.4,83,1,Yes,84,85.3,3,1,0.9,Completed,Aug-2026,35,0
471,BAT202609-12,ASS0118,Fresher,AR,Client Delta,TR004,LAW,Hybrid,2026-09-01 00:00:00,2026-09-10 00:00:00,10,10,80,67.8,57.8,10,81.1,83.6,97,3,No,79.1,84.7,2,0,4.9,Completed,Sep-2026,36,0
472,BAT202609-12,ASS0118,Fresher,AR,Client Delta,TR004,OJT,Floor,2026-09-11 00:00:00,2026-10-05 00:00:00,25,25,200,179.6,114.2,65.4,185,97.1,78,1,Yes,70.8,78.7,4,0,0.6,Completed,Sep-2026,37,0
473,BAT202603-12,ASS0119,Experienced,AR,Revere Health,TR004,Generic Training,Classroom,2026-03-12 00:00:00,2026-03-14 00:00:00,3,3,24,24,19.4,4.6,25.9,92.7,81,2,No,95,80.8,3,0,2.1,Completed,Mar-2026,11,0
474,BAT202603-12,ASS0119,Experienced,AR,Revere Health,TR004,CST,Hybrid,2026-03-15 00:00:00,2026-03-17 00:00:00,3,3,24,24,19.3,4.7,23.5,102.1,72,1,Yes,94.3,71.8,0,1,1.3,Completed,Mar-2026,11,0
475,BAT202603-12,ASS0119,Experienced,AR,Revere Health,TR004,LAW,Classroom,2026-03-18 00:00:00,2026-03-24 00:00:00,5,7,40,37.9,24.9,13,42.6,89,81,1,Yes,95,62.9,6,0,0.6,Completed,Mar-2026,12,1
476,BAT202603-12,ASS0119,Experienced,AR,Revere Health,TR004,OJT,Hybrid,2026-03-25 00:00:00,2026-04-08 00:00:00,15,15,120,117.8,75,42.8,125.8,93.6,75,1,Yes,97.4,73.8,5,0,0.6,Completed,Mar-2026,13,0
477,BAT202606-12,ASS0120,Experienced,EVBV,River Health,TR008,Generic Training,Hybrid,2026-06-08 00:00:00,2026-06-10 00:00:00,3,3,24,22.7,17.4,5.3,24.5,92.7,86,1,Yes,83.1,74.3,2,1,0,Completed,Jun-2026,24,0
478,BAT202606-12,ASS0120,Experienced,EVBV,River Health,TR008,CST,Floor,2026-06-11 00:00:00,2026-06-13 00:00:00,3,3,24,19,13.3,5.7,23,82.6,98,1,Yes,92,79.6,2,2,1.6,Completed,Jun-2026,24,0
479,BAT202606-12,ASS0120,Experienced,EVBV,River Health,TR008,LAW,Hybrid,2026-06-14 00:00:00,2026-06-18 00:00:00,5,5,40,38.4,27.8,10.6,39.8,96.5,94,1,Yes,81.9,71.7,4,2,0.7,Completed,Jun-2026,24,0
480,BAT202606-12,ASS0120,Experienced,EVBV,River Health,TR008,OJT,Floor,2026-06-19 00:00:00,2026-07-03 00:00:00,15,15,120,117.2,62.4,54.8,121.9,96.1,76,1,Yes,90.7,88,4,0,0.6,Completed,Jun-2026,25,0
481,BAT202605-13,ASS0121,Fresher,Payment Posting,Client Alpha,TR003,Generic Training,Classroom,2026-05-14 00:00:00,2026-05-20 00:00:00,7,7,56,52.3,44,8.3,51.8,101,66,2,No,73.6,67.8,4,2,4.8,Completed,May-2026,20,0
482,BAT202605-13,ASS0121,Fresher,Payment Posting,Client Alpha,TR003,CST,Hybrid,2026-05-21 00:00:00,2026-05-25 00:00:00,5,5,40,40,23.4,16.6,41.7,95.9,77,1,Yes,78,76.8,3,3,1,Completed,May-2026,21,0
